H2_mean,CO_mean,C2H4_mean,C2H2_mean,H2_median,CO_median,C2H4_median,C2H2_median,H2_cumsum,CO_cumsum,C2H4_cumsum,C2H2_cumsum,H2_std,CO_std,C2H4_std,C2H2_std,H2_max,CO_max,C2H4_max,C2H2_max,H2_log+1,CO_log+1,C2H4_log+1,C2H2_log+1,H2_log-1,CO_log-1,C2H4_log-1,C2H2_log-1,H2_cummax,CO_cummax,C2H4_cummax,C2H2_cummax,H2_cumprod,CO_cumprod,C2H4_cumprod,C2H2_cumprod,H2_sum,CO_sum,C2H4_sum,C2H2_sum,H2_log10,CO_log10,C2H4_log10,C2H2_log10,H2_sqrt,CO_sqrt,C2H4_sqrt,C2H2_sqrt,H2_square,CO_square,C2H4_square,C2H2_square,label
0.002589662161105466,0.016490623189316638,0.002875930482579026,0.0003358968738966743,0.00255228090395,0.016289775789,0.0027751277735,0.00031646777263,0.5328672229950503,3.3850753436168453,0.5774008100323981,0.06675746347174272,0.00014827549142587822,0.0014623088866349714,0.0003039176502333899,4.159869179567377e-05,0.0030415877577,0.021299406365,0.0037954416859,0.00046363521967,0.002586303855552931,0.016355098697186345,0.002871757111714045,0.000335839610624226,0.0024167186175540656,0.01476235501819239,0.0024834819037431372,0.00029812263492099767,0.0026123591604161793,0.016952959303792904,0.0029054546347290267,0.0003376521578989176,0.5328672229950503,3.3850753436168453,0.5774008100323981,0.06675746347174272,1.0876581076642946,6.9260617395129955,1.207890802683191,0.1410766870366032,0.0011070293880457041,0.00701755645445884,0.0012035534426585242,0.00013741846424240487,0.05052010394602634,0.1276314059125193,0.05267948152187082,0.017789541096469186,6.514137825252552e-06,0.000265356796154678,7.70133416021538e-06,1.001518513754716e-07,541
0.002824798234263793,0.014727662159907836,0.0019918087168352147,0.00033941610875172105,0.00267995908924995,0.0123210856344999,0.00200642742695,0.00033777671795999996,0.5364328841022132,2.449015707096375,0.35603331083000994,0.06838726733282662,0.0004997599989061203,0.005753733656717949,0.0005297622171435563,2.5670984158401495e-05,0.0040024335749999,0.028445436554,0.0030202541814,0.00039274395723,0.0028206921364899063,0.014604277602478545,0.001989688267642484,0.0003393581916443462,0.0022982455758771207,0.009390193626291295,0.0013181988286373114,0.0003084227329586742,0.002826242494195699,0.01476895576737831,0.002002705397309268,0.0003398148656350587,0.5364328841022132,2.449015707096375,0.35603331083000994,0.06838726733282662,1.186415258390793,6.185618107161295,0.8365596610707908,0.1425547656757229,0.001162334633619096,0.005318282764704401,0.0008705073456045795,0.00014666979529619803,0.05176831845903504,0.11100034381917659,0.04479315567859892,0.018378702610437475,7.182183862829118e-06,0.00015180960987827398,4.025756086268623e-06,1.1409312243311838e-07,520
0.0027637495400609337,0.017030039094378547,0.0033940967329518933,0.0001953862355719617,0.0026199182431,0.015736135869999952,0.0031903706559499997,0.00018411970740995,0.5458304755549214,3.2287399287706235,0.6730385674817078,0.03740707900443883,0.0003392204930714133,0.003380890236630802,0.0004085493302888218,3.662824029470787e-05,0.0037671117887,0.027340105521,0.0046464298618,0.00031218788362,0.0027598803419188,0.016881158428184,0.0033882671260486302,0.0001953664812364172,0.002388888708065255,0.013064763708005845,0.0030377868784983494,0.00015082763332060665,0.002763750203702362,0.017030048102476165,0.0033978962598440227,0.00019623326365872948,0.5458304755549214,3.2287399287706235,0.6730385674817078,0.03740707900443883,1.1607748068255925,7.152616419638994,1.4255206278397934,0.0820622189402239,0.0011363281417217934,0.006780903204749883,0.0013833548352352651,7.995481253526714e-05,0.05118513690605264,0.1254437557431018,0.05648336607779131,0.013569071717666734,6.863971632057839e-06,0.0002476259730673563,1.0178465081510768e-05,3.390006675303253e-08,583
0.0005076658733763154,0.016333588492173798,0.004104338219123551,0.0003799402563554089,0.00041278137008000004,0.01555862768049995,0.00382729277225,0.000350838773315,0.08837345126869729,3.2212503812832405,0.8034077651645749,0.07475243180559073,0.0001872433727479359,0.00220253406052368,0.0006388812053431415,5.1751069777801355e-05,0.0010752020965,0.023349244668,0.006112840557,0.00052860563156,0.0005075195874665094,0.0161992930087667,0.004095736602242973,0.0003798667625152477,0.0003279618704161904,0.013420462961377243,0.003487329875393793,0.00033449305800915715,0.0005124910896474665,0.016434433008859533,0.004134656052925697,0.00038071885379391805,0.08837345126869729,3.2212503812832405,0.8034077651645749,0.07475243180559073,0.21321966681805238,6.860107166712995,1.7238220520318912,0.1595749076692718,0.00017923168205068217,0.006705000062647314,0.0016589994145957887,0.0001523406213523699,0.02031702152526463,0.12473422807522838,0.06186511750143764,0.018730690674236668,1.7038847008854008e-07,0.00024207089697931086,1.464817009898235e-05,1.2308784511527045e-07,487
0.0026543005318142667,0.02127816422275,0.0040676565799271204,0.00012398432355554433,0.00265672703309995,0.021336696183500002,0.0036870273640499497,0.00011480027500494999,0.5577146223003464,4.29781872185022,0.7393988986512103,0.023690126899343335,8.41819589017933e-05,0.0015578944667130428,0.001042674792624965,2.4516521376109536e-05,0.0028585165866,0.025213289188,0.0068240331205,0.0002041389855999,0.002650780581071193,0.021053784752630623,0.004058868521518567,0.0001239763384025952,0.002527365492110337,0.01838513391225094,0.002930303203399519,9.881750551456017e-05,0.0027185804780016105,0.02127952350520234,0.004067658896861167,0.00012477917727852673,0.5577146223003464,4.29781872185022,0.7393988986512103,0.023690126899343335,1.1148062233619915,8.936828973554993,1.7084157635693915,0.0520734158933286,0.0011522719312318027,0.009168936198704541,0.0015983109365638763,4.985426436876168e-05,0.05154344792751318,0.14607085989986907,0.06072089337620028,0.010714489021723474,7.05819862238512e-06,0.00045525461013890716,1.3594177739140059e-05,1.3179103145031377e-08,1093
0.0003936593552801232,0.025931161839323813,0.0038143771692252196,0.0001941608463617426,0.00031413522331499996,0.024519135789,0.0034538887216499503,0.00019403532320995,0.058319037432340404,5.130267461864208,0.7289295512196701,0.040387506177325214,0.00023040935810469783,0.0030200885993394763,0.000734276533020394,1.2587472796900527e-05,0.0010743086472,0.034205660633,0.0060366470218,0.00023579880051,0.0003935554366234333,0.02559633851395157,0.0038068541761437933,0.0001941419205818443,4.7968902427897355e-05,0.022477353184345385,0.0030114887440456364,0.0001767628052047339,0.00039704880932143685,0.02593116603079285,0.0038224914037909086,0.00020090989416142127,0.058319037432340404,5.130267461864208,0.7289295512196701,0.040387506177325214,0.1653369292176517,10.891087972515994,1.6020384110745916,0.08154755547193179,0.0001364057702367602,0.010520074486920002,0.0014974203373333225,8.426029568932682e-05,0.01772385889658902,0.15658587316338807,0.05876979424342761,0.013929655705731611,9.868100025950421e-08,0.0006011880310848128,1.1929347387682536e-05,3.7649718395996114e-08,1093
0.0030212277018637898,0.030193717886569018,0.005037096064037122,0.00024446389336903114,0.0030553980510999498,0.02949852721599995,0.0050880472303,0.000239490911235,0.6138742857800863,6.089406818712174,0.9846196021225173,0.04737079396371977,0.00018506825261036487,0.002378806322170345,0.0006306049387302188,3.478207678853021e-05,0.0033816705341999,0.037132995892,0.0063556481906999,0.00033237991683,0.0030166559832600823,0.029744205185147907,0.0050242559679156374,0.00024443341378803623,0.0027445286062013127,0.02732286487814468,0.004110850467534877,0.00020221115071716555,0.0030212406732768853,0.030229981296633276,0.005037096064037122,0.0002444934912703421,0.6138742857800863,6.089406818712174,0.9846196021225173,0.04737079396371977,1.2689156347827915,12.681361512358993,2.1155803468955927,0.1026748352149931,0.001324919464474857,0.012625729655860955,0.00220410827403436,0.00010399712852665686,0.05527565473962308,0.17175135240430042,0.07133054710513428,0.015475493558788963,9.33545779093227e-06,0.0008701631271807913,2.588823031601421e-05,5.735590647610639e-08,594
0.0008798341174118404,0.016751529045719044,0.00730960325522331,0.00012520919472712992,0.000827956431835,0.016215951117,0.0072802188739,0.00011448602349995,0.16432988160335027,3.305127911656,1.4647254766026967,0.023449874991010068,0.00018192624522698908,0.0019207587485090423,0.0006386806782215685,2.8030745236937686e-05,0.0013472015265999,0.0215696806399999,0.0089690672052,0.00021289953671,0.0008794308119142199,0.016610991496428543,0.0072828171021600595,0.0001252009648933777,0.0006703773320259533,0.01449032874102988,0.006292898222035435,9.670881551180541e-05,0.0008798341174118404,0.01675268610175238,0.00730960325522331,0.00012534369884603994,0.16432988160335027,3.305127911656,1.4647254766026967,0.023449874991010068,0.3695303293129729,7.035642199201995,3.0700333671937923,0.052587861785394596,0.0003594281346345808,0.006986007557484514,0.0031503052913454646,4.971780231844495e-05,0.02877423029239988,0.1273418644422271,0.08532419820661985,0.010699814092280574,6.855121938532386e-07,0.0002629571145662109,5.3001589015496604e-05,1.3107050442612887e-08,1093
0.0024682779266237947,0.02002949067320236,0.004350845451741415,0.00023401917654534038,0.0024716470768,0.0186418879325,0.00433989716195,0.00023426379236494998,0.5133856549209246,3.7834998497781864,0.8747202394601173,0.04939117739083948,7.08300868021664e-05,0.00391080425185597,0.00039976368913964365,4.643792485437204e-06,0.0026918404803,0.030978678892,0.0055015664367,0.00024436841618,0.0024652342418819365,0.019824228354950967,0.004341328870230828,0.0002339917875774178,0.002323658494229919,0.015013445934244867,0.0035204943125950895,0.00022633345189177774,0.0024822539777195037,0.02002949067320236,0.004389742812197119,0.0002387298141678266,0.5133856549209246,3.7834998497781864,0.8747202394601173,0.04939117739083948,1.036676729181994,8.412386082744995,1.8273550897313946,0.0982880541490429,0.0010720983074447403,0.00802153097998871,0.0018807152795138951,0.00010172755725728324,0.04971566221606586,0.13653529827917965,0.06587789584814929,0.015305678431209436,6.109039343615787e-06,0.0003475200048007036,1.8834707386203477e-05,5.4879524530677913e-08,813
0.000637829494270841,0.009762054726798088,0.005859677083256406,0.00028906683370536146,0.000559869600735,0.009554789864899951,0.005849050909499999,0.00025724978586,0.11351662859615344,1.9747732330949745,1.2239599072833867,0.05298967333640896,0.0002354719567366351,0.0010595963819252112,0.0002448678030090355,6.974626424734064e-05,0.0013704202992,0.013297063025,0.0066597725142,0.00045243323431,0.0006375985523338767,0.009714165112114937,0.005842546392559882,0.00028902263696175444,0.0003848559694100117,0.008505101580484389,0.005537437102382874,0.00022108264184171977,0.0006642294118260599,0.00998159762665314,0.005981317533928758,0.00028906683370536146,0.11351662859615344,1.9747732330949745,1.2239599072833867,0.05298967333640896,0.2678883875937533,4.100062985255194,2.4610643749676915,0.12140807015625191,0.00024308023789061333,0.004129893651375942,0.002532810465406923,0.00011170779467117173,0.023661562745398865,0.09774860541335925,0.07647908784916745,0.016039006661017388,3.134540799659438e-07,9.129400953985953e-05,3.4211397273272366e-05,6.617750499724876e-08,720
